סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3788 ,טלמון ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,5504 ,835 ,2247 ,1809 ,471 ,109 ,33
3790 ,נופים ,73 ,טול כרם ,48 ,אריאל ,72 ,שומרון ,1200 ,188 ,390 ,402 ,81 ,69 ,70
3791 ,צופים ,73 ,טול כרם ,42 ,פתח תקוה ,72 ,שומרון ,2643 ,327 ,763 ,1004 ,250 ,170 ,129
3793 ,אבני חפץ ,73 ,טול כרם ,41 ,נתניה ,72 ,שומרון ,2365 ,390 ,668 ,914 ,230 ,115 ,48
3794 ,בת עין ,76 ,בית לחם ,11 ,ירושלים ,76 ,גוש עציון ,1835 ,342 ,552 ,675 ,108 ,82 ,76
3795 ,רבבה ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,3143 ,494 ,1266 ,1070 ,229 ,64 ,20
3796 ,כפר האורנים ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,2422 ,53 ,660 ,811 ,549 ,277 ,72
3797 ,מודיעין עילית ,74 ,ראמאללה ,11 ,ירושלים ,0 , ,84616 ,17446 ,35166 ,26154 ,3874 ,993 ,983
3822 ,רחלים ,72 ,שכם ,48 ,אריאל ,72 ,שומרון ,1048 ,255 ,408 ,354 ,25 ,2 ,4
3823 ,גני מודיעין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3549 ,419 ,1121 ,1356 ,266 ,186 ,201
3824 ,עמיחי ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,278 ,42 ,143 ,72 ,21 ,0 ,0
3825 ,מבואות יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,282 ,82 ,122 ,70 ,6 ,1 ,1
3826 ,שער שומרון ,73 ,טול כרם ,349 ,ראש העין ,0 , ,8758 ,857 ,2470 ,3100 ,969 ,617 ,745
4000 ,חיפה ,31 ,חיפה ,31 ,חיפה ,0 , ,327944 ,21149 ,49350 ,106447 ,39727 ,32960 ,78311
4001 ,בוקעאתא ,29 ,גולן ,21 ,צפת ,0 , ,6876 ,513 ,1547 ,2867 ,952 ,486 ,511
4002 ,אלי-עד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,522 ,72 ,130 ,191 ,43 ,18 ,68
4003 ,אל-רום ,29 ,גולן ,21 ,צפת ,71 ,גולן ,538 ,38 ,117 ,189 ,71 ,61 ,62
4004 ,כפר חרוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,598 ,52 ,115 ,229 ,64 ,67 ,71
4005 ,חספין ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1614 ,208 ,546 ,545 ,141 ,75 ,99
4006 ,קשת ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,863 ,119 ,319 ,276 ,51 ,40 ,58
4007 ,יונתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,806 ,117 ,256 ,294 ,60 ,40 ,39
4008 ,מעלה גמלא ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,646 ,77 ,163 ,245 ,42 ,40 ,79
4009 ,שעל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,389 ,57 ,94 ,140 ,22 ,26 ,50
4010 ,אודם ,29 ,גולן ,21 ,צפת ,71 ,גולן ,214 ,36 ,45 ,83 ,9 ,16 ,25
4011 ,אבני איתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,910 ,150 ,313 ,325 ,40 ,31 ,51
4012 ,אניעם ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,580 ,32 ,102 ,231 ,92 ,63 ,60
4013 ,אורטל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,396 ,41 ,89 ,156 ,50 ,42 ,18
4014 ,נטור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,616 ,76 ,229 ,216 ,66 ,22 ,7
4015 ,בני יהודה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1311 ,87 ,277 ,429 ,165 ,140 ,213
4017 ,אלוני הבשן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,465 ,55 ,182 ,161 ,26 ,31 ,10
4019 ,מיצר ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,272 ,58 ,77 ,104 ,19 ,12 ,2
4021 ,גבעת יואב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,741 ,54 ,205 ,231 ,103 ,27 ,121
4022 ,גשור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,351 ,31 ,84 ,126 ,46 ,43 ,21
4024 ,קלע ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,400 ,39 ,108 ,137 ,58 ,24 ,34
4025 ,קדמת צבי ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,654 ,87 ,138 ,266 ,46 ,62 ,55
4026 ,חד-נס ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,951 ,55 ,190 ,346 ,161 ,114 ,85
4028 ,כנף ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,494 ,34 ,122 ,196 ,67 ,73 ,2
4029 ,רמת טראמפ ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,80 ,33 ,9 ,38 ,0 ,0 ,0
4035 ,נמרוד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,22 ,0 ,3 ,10 ,3 ,5 ,1
4100 ,קצרין ,29 ,גולן ,22 ,טבריה ,0 , ,8985 ,642 ,1784 ,2978 ,1112 ,885 ,1584
4101 ,מרום גולן ,29 ,גולן ,21 ,צפת ,71 ,גולן ,841 ,62 ,176 ,287 ,128 ,77 ,111
4201 ,מג'דל שמס ,29 ,גולן ,21 ,צפת ,0 , ,11728 ,858 ,2481 ,4724 ,1777 ,932 ,956
4203 ,מסעדה ,29 ,גולן ,21 ,צפת ,0 , ,4254 ,344 ,1055 ,1670 ,574 ,288 ,323
4204 ,מבוא חמה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,613 ,62 ,133 ,199 ,65 ,38 ,116
4301 ,אפיק ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,421 ,40 ,98 ,144 ,40 ,37 ,62
4303 ,נווה אטי"ב ,29 ,גולן ,21 ,צפת ,71 ,גולן ,227 ,22 ,40 ,81 ,24 ,11 ,49
4304 ,נוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1061 ,128 ,372 ,362 ,72 ,32 ,95
4501 ,ע'ג'ר ,29 ,גולן ,21 ,צפת ,0 , ,2818 ,279 ,740 ,1275 ,275 ,133 ,116
4502 ,עין קנייא ,29 ,גולן ,21 ,צפת ,0 , ,2487 ,216 ,573 ,1010 ,333 ,175 ,180
4503 ,עין זיוון ,29 ,גולן ,21 ,צפת ,71 ,גולן ,523 ,64 ,130 ,184 ,65 ,30 ,50
4551 ,נאות גולן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,741 ,67 ,205 ,250 ,93 ,43 ,83
4701 ,רמת מגשימים ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,833 ,98 ,269 ,284 ,52 ,51 ,79
4702 ,רמות ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,681 ,56 ,175 ,189 ,104 ,31 ,126
5000 ,תל אביב - יפו ,51 ,תל אביב ,51 ,ת"א - מרכז ,0 , ,570605 ,37923 ,72644 ,226869 ,69333 ,50115 ,113721
6000 ,באקה אל-גרביה ,32 ,חדרה ,32 ,חדרה ,0 , ,31385 ,3146 ,7811 ,13032 ,3382 ,2142 ,1872
6100 ,בני ברק ,52 ,רמת גן ,54 ,בני ברק ,0 , ,221193 ,39437 ,66693 ,73495 ,13168 ,10076 ,18324
6200 ,בת ים ,53 ,חולון ,53 ,חולון ,0 , ,156931 ,8494 ,20555 ,47743 ,20788 ,17193 ,42158
6300 ,גבעתיים ,52 ,רמת גן ,52 ,רמת גן ,0 , ,64166 ,4988 ,9686 ,23509 ,8064 ,5302 ,12617
6400 ,הרצליה ,51 ,תל אביב ,57 ,הרצליה ,0 , ,117631 ,8487 ,19176 ,38271 ,15012 ,10721 ,25964
6500 ,חדרה ,32 ,חדרה ,32 ,חדרה ,0 , ,109407 ,9389 ,20151 ,37292 ,12710 ,10361 ,19504
6600 ,חולון ,53 ,חולון ,53 ,חולון ,0 , ,213328 ,15127 ,36862 ,67768 ,27060 ,20371 ,46140
6700 ,טבריה ,22 ,כנרת ,22 ,טבריה ,0 , ,52562 ,6107 ,9872 ,18332 ,5421 ,4777 ,8053
6800 ,קרית אתא ,31 ,חיפה ,27 ,קריות ,0 , ,65337 ,5370 ,11432 ,22014 ,7516 ,6506 ,12499
6900 ,כפר סבא ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,111173 ,7889 ,20938 ,34444 ,14461 ,9535 ,23906
7000 ,לוד ,43 ,רמלה ,43 ,רמלה ,0 , ,90214 ,11211 ,19764 ,31432 ,8872 ,6679 ,12256
7100 ,אשקלון ,61 ,אשקלון ,61 ,אשקלון ,0 , ,164544 ,14175 ,30138 ,56725 ,18225 ,15579 ,29702
7200 ,נס ציונה ,44 ,רחובות ,44 ,רחובות ,0 , ,49655 ,3449 ,11891 ,15465 ,7567 ,3883 ,7400
7300 ,נצרת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,82653 ,6732 ,16928 ,33472 ,9779 ,7372 ,8370
7400 ,נתניה ,41 ,השרון ,41 ,נתניה ,0 , ,264082 ,20366 ,46790 ,84977 ,30612 ,24582 ,56755
7500 ,סח'נין ,24 ,עכו ,24 ,עכו ,0 , ,34280 ,3293 ,8261 ,14411 ,4034 ,2329 ,1952
7600 ,עכו ,24 ,עכו ,24 ,עכו ,0 , ,57758 ,4372 ,10346 ,20848 ,6530 ,5846 ,9816
7700 ,עפולה ,23 ,עפולה ,23 ,עפולה ,0 , ,64288 ,7248 ,11585 ,22688 ,6577 ,5647 ,10543
7800 ,פרדס חנה-כרכור ,32 ,חדרה ,32 ,חדרה ,0 , ,46547 ,4039 ,10825 ,15059 ,6319 ,3904 ,6401
7900 ,פתח תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,277385 ,23191 ,55638 ,91221 ,35108 ,22652 ,49575
8000 ,צפת ,21 ,צפת ,21 ,צפת ,0 , ,40925 ,5662 ,10682 ,13767 ,3231 ,2860 ,4723
8200 ,קרית מוצקין ,31 ,חיפה ,27 ,קריות ,0 , ,53504 ,4129 ,8361 ,17568 ,6284 ,4892 ,12270
8300 ,ראשון לציון ,44 ,רחובות ,46 ,ראשון לציון ,0 , ,276241 ,19579 ,44503 ,94909 ,35321 ,27315 ,54614
8400 ,רחובות ,44 ,רחובות ,44 ,רחובות ,0 , ,159910 ,15137 ,33677 ,53251 ,18372 ,12032 ,27441
8500 ,רמלה ,43 ,רמלה ,43 ,רמלה ,0 , ,83565 ,8365 ,17523 ,30147 ,8829 ,7037 ,11664
8600 ,רמת גן ,52 ,רמת גן ,52 ,רמת גן ,0 , ,177539 ,12424 ,24797 ,64692 ,22031 ,16650 ,36945
8700 ,רעננה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,94946 ,6623 ,17681 ,29939 ,12562 ,8912 ,19229
8800 ,שפרעם ,24 ,עכו ,25 ,נוף הגליל ,0 , ,43096 ,3557 ,9131 ,17896 ,5381 ,3772 ,3359
8900 ,טמרה ,24 ,עכו ,24 ,עכו ,0 , ,35826 ,3353 ,8469 ,14990 ,4112 ,2674 ,2228
9000 ,באר שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,224885 ,18235 ,39424 ,78683 ,25010 ,21838 ,41695
9100 ,נהריה ,24 ,עכו ,24 ,עכו ,0 , ,71897 ,4836 ,12096 ,23559 ,9651 ,7250 ,14505
9200 ,בית שאן ,23 ,עפולה ,23 ,עפולה ,0 , ,21062 ,2106 ,4325 ,7772 ,2211 ,1963 ,2685
9300 ,זכרון יעקב ,32 ,חדרה ,32 ,חדרה ,0 , ,25691 ,1818 ,5871 ,8050 ,3596 ,2729 ,3627
9400 ,יהוד-מונוסון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,32965 ,2537 ,6433 ,10656 ,4332 ,3038 ,5969
9500 ,קרית ביאליק ,31 ,חיפה ,27 ,קריות ,0 , ,48318 ,3669 ,7825 ,16070 ,5699 ,4455 ,10600
9600 ,קרית ים ,31 ,חיפה ,27 ,קריות ,0 , ,46016 ,2384 ,6379 ,14090 ,5640 ,5158 ,12365
9700 ,הוד השרון ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,68391 ,5423 ,14622 ,21746 ,9812 ,6053 ,10735
9800 ,בנימינה-גבעת עדה ,32 ,חדרה ,32 ,חדרה ,0 , ,16121 ,1097 ,4253 ,5077 ,2637 ,1356 ,1701
